"DATE","GDPV","IRL","IRS","GDP","CPIH_YTYPCT","IRCB","UNR","YPH","UNR_us","IRCB_us","CPI_us","CAC40"
2000-01-03,1922807235164.84,5.57808131868132,3.55815565708733,1447855569230.77,1.56737243224185,2.51648351648352,9.09817405174973,483856395604.396,4.04757822218196,NA,0.694062540660752,5917.3701171875
2000-01-04,1923032052747.25,5.57602197802198,3.5660754456034,1448056553846.15,1.566982408479,2.52472527472527,9.09399390040004,483906593406.593,4.04646782325672,NA,0.694122315280845,5672.02001953125
2000-01-05,1923256870329.67,5.57396263736264,3.57399523411946,1448257538461.54,1.56659238471615,2.53296703296703,9.08981374905034,483956791208.791,4.04535742433149,NA,0.694182089900939,5479.7001953125
2000-01-06,1923481687912.09,5.5719032967033,3.58191502263552,1448458523076.92,1.5662023609533,2.54120879120879,9.08563359770065,484006989010.989,4.04424702540625,NA,0.694241864521033,5450.10986328125
2000-01-07,1923706505494.51,5.56984395604396,3.58983481115158,1448659507692.31,1.56581233719045,2.54945054945055,9.08145344635096,484057186813.187,4.04313662648102,NA,0.694301639141127,5539.60986328125
2000-01-10,1924380958241.76,5.56366593406593,3.61359417669977,1449262461538.46,1.5646422659019,2.57417582417582,9.06891299230188,484207780219.78,4.03980542970531,NA,0.694480963001408,5646.1201171875
2000-01-11,1924605775824.18,5.56160659340659,3.62151396521583,1449463446153.85,1.56425224213905,2.58241758241758,9.06473284095218,484257978021.978,4.03869503078008,NA,0.694540737621502,5613.89990234375
2000-01-12,1924830593406.59,5.55954725274725,3.62943375373189,1449664430769.23,1.5638622183762,2.59065934065934,9.06055268960249,484308175824.176,4.03758463185484,NA,0.694600512241596,5582.5
2000-01-13,1925055410989.01,5.55748791208791,3.63735354224795,1449865415384.62,1.56347219461335,2.5989010989011,9.05637253825279,484358373626.374,4.03647423292961,NA,0.69466028686169,5633.240234375
2000-01-14,1925280228571.43,5.55542857142857,3.64527333076401,1450066400000,1.5630821708505,2.60714285714286,9.0521923869031,484408571428.571,4.03536383400437,NA,0.694720061481784,5787.43994140625
2000-01-17,1925954681318.68,5.54925054945055,3.6690326963122,1450669353846.15,1.56191209956195,2.63186813186813,9.03965193285402,484559164835.165,4.03203263722867,NA,0.694899385342065,5842.77978515625
2000-01-18,1926179498901.1,5.54719120879121,3.67695248482826,1450870338461.54,1.5615220757991,2.64010989010989,9.03547178150433,484609362637.363,4.03092223830343,NA,0.694959159962159,5672.9501953125
2000-01-19,1926404316483.52,5.54513186813187,3.68487227334432,1451071323076.92,1.56113205203625,2.64835164835165,9.03129163015463,484659560439.56,4.02981183937819,NA,0.695018934582253,5649.4599609375
2000-01-20,1926629134065.93,5.54307252747253,3.69279206186039,1451272307692.31,1.5607420282734,2.65659340659341,9.02711147880494,484709758241.758,4.02870144045296,NA,0.695078709202346,5709.740234375
2000-01-21,1926853951648.35,5.54101318681319,3.70071185037645,1451473292307.69,1.56035200451055,2.66483516483516,9.02293132745524,484759956043.956,4.02759104152772,NA,0.69513848382244,5681.31982421875
2000-01-24,1927528404395.6,5.53483516483517,3.72447121592463,1452076246153.85,1.559181933222,2.68956043956044,9.01039087340616,484910549450.549,4.02425984475202,NA,0.695317807682722,5690.85986328125
2000-01-25,1927753221978.02,5.53277582417582,3.73239100444069,1452277230769.23,1.55879190945915,2.6978021978022,9.00621072205647,484960747252.747,4.02314944582678,NA,0.695377582302816,5597.5
2000-01-26,1927978039560.44,5.53071648351648,3.74031079295676,1452478215384.62,1.5584018856963,2.70604395604396,9.00203057070677,485010945054.945,4.02203904690155,NA,0.695437356922909,5646.31982421875
2000-01-27,1928202857142.86,5.52865714285714,3.74823058147282,1452679200000,1.55801186193345,2.71428571428571,8.99785041935708,485061142857.143,4.02092864797631,NA,0.695497131543003,5688.35009765625
2000-01-28,1928427674725.27,5.5265978021978,3.75615036998888,1452880184615.38,1.5576218381706,2.72252747252747,8.99367026800739,485111340659.341,4.01981824905108,NA,0.695556906163097,5731.0498046875
2000-01-31,1929102127472.53,5.52041978021978,3.77990973553707,1453483138461.54,1.55645176688205,2.74725274725275,8.9811298139583,485261934065.934,4.01648705227537,NA,0.695736230023378,5659.81005859375
2000-02-01,1929326945054.95,5.51836043956044,3.78782952405313,1453684123076.92,1.5560617431192,2.75549450549451,8.97694966260861,485312131868.132,4.01537665335014,NA,0.695796004643472,5773.419921875
2000-02-02,1929551762637.36,5.5163010989011,3.79574931256919,1453885107692.31,1.55567171935635,2.76373626373626,8.97276951125892,485362329670.33,4.0142662544249,NA,0.695855779263566,5946.85986328125
2000-02-03,1929776580219.78,5.51424175824176,3.80366910108525,1454086092307.69,1.5552816955935,2.77197802197802,8.96858935990922,485412527472.527,4.01315585549967,NA,0.69591555388366,6149.669921875
2000-02-04,1930001397802.2,5.51218241758242,3.81158888960131,1454287076923.08,1.55489167183065,2.78021978021978,8.96440920855953,485462725274.725,4.01204545657443,NA,0.695975328503754,6275.72021484375
2000-02-07,1930675850549.45,5.5060043956044,3.8353482551495,1454890030769.23,1.5537216005421,2.80494505494505,8.95186875451045,485613318681.319,4.00871425979873,NA,0.696154652364035,6203.580078125
2000-02-08,1930900668131.87,5.50394505494506,3.84326804366556,1455091015384.62,1.55333157677925,2.81318681318681,8.94768860316075,485663516483.516,4.00760386087349,NA,0.696214426984129,6297.66015625
